age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,output
52,housemaid,divorced,high.school,no,yes,no,cellular,aug,tue,140,3,0,nonexistent,no
37,admin.,married,university.degree,no,yes,yes,cellular,mar,tue,159,3,0,nonexistent,yes
47,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,229,1,0,nonexistent,no
54,services,divorced,high.school,no,yes,yes,cellular,oct,wed,178,4,1,success,yes
25,technician,married,professional.course,no,no,no,cellular,jul,fri,197,3,0,nonexistent,no
39,admin.,married,university.degree,no,no,no,cellular,nov,wed,117,2,0,nonexistent,no
32,admin.,single,university.degree,no,unknown,unknown,telephone,nov,mon,143,3,1,success,no
40,technician,married,basic.9y,unknown,no,yes,telephone,may,thu,171,4,0,nonexistent,no
32,technician,single,university.degree,no,no,yes,cellular,jul,wed,90,1,0,nonexistent,no
25,student,single,university.degree,no,yes,yes,cellular,jun,thu,393,2,0,nonexistent,yes
55,admin.,single,high.school,no,no,yes,cellular,jul,wed,108,5,0,nonexistent,no
38,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,555,2,0,nonexistent,yes
39,technician,married,professional.course,no,yes,no,telephone,jun,wed,67,3,0,nonexistent,no
37,admin.,married,university.degree,no,yes,no,cellular,jul,wed,55,22,0,nonexistent,no
38,technician,married,university.degree,no,yes,no,cellular,may,thu,174,3,1,failure,no
33,technician,married,university.degree,no,no,no,cellular,aug,thu,75,2,0,nonexistent,no
38,blue-collar,married,high.school,no,yes,no,telephone,jul,thu,125,1,0,nonexistent,no
45,admin.,married,high.school,no,yes,no,telephone,jun,thu,650,2,0,nonexistent,no
43,housemaid,married,basic.4y,unknown,no,no,telephone,may,tue,365,4,0,nonexistent,no
75,retired,married,basic.4y,no,no,no,cellular,oct,wed,113,2,0,nonexistent,no
37,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,90,4,0,nonexistent,no
53,retired,married,basic.4y,unknown,yes,no,telephone,may,wed,591,3,0,nonexistent,no
59,admin.,married,high.school,no,yes,no,cellular,jul,wed,286,2,0,nonexistent,no
36,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,501,3,0,nonexistent,no
41,blue-collar,married,unknown,no,yes,yes,cellular,jul,tue,301,1,0,nonexistent,no
52,entrepreneur,married,basic.6y,no,yes,no,cellular,may,mon,69,1,0,nonexistent,no
29,technician,single,university.degree,no,no,no,cellular,may,mon,68,2,0,nonexistent,no
53,technician,married,university.degree,no,yes,no,telephone,jun,fri,73,3,0,nonexistent,no
65,housemaid,married,basic.4y,no,no,no,cellular,jun,mon,145,2,0,nonexistent,no
39,admin.,single,high.school,no,yes,yes,cellular,nov,tue,95,1,0,nonexistent,no
34,technician,single,professional.course,no,unknown,unknown,telephone,may,wed,46,3,0,nonexistent,no
46,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,115,1,0,nonexistent,no
39,management,married,university.degree,no,no,no,telephone,jun,fri,601,5,0,nonexistent,no
29,admin.,married,university.degree,no,yes,no,cellular,aug,fri,58,1,0,nonexistent,no
31,management,single,university.degree,no,no,no,cellular,jul,wed,645,1,0,nonexistent,yes
40,admin.,divorced,university.degree,no,yes,no,cellular,apr,mon,238,1,0,nonexistent,no
34,admin.,married,university.degree,no,yes,no,cellular,aug,wed,250,1,2,failure,yes
51,entrepreneur,divorced,high.school,no,no,no,cellular,jul,fri,347,2,0,nonexistent,no
26,self-employed,single,university.degree,no,no,no,cellular,may,fri,99,3,0,nonexistent,no
57,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,tue,366,9,0,nonexistent,no
50,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,264,4,0,nonexistent,no
31,admin.,divorced,high.school,no,no,no,cellular,may,thu,145,1,0,nonexistent,no
39,technician,single,university.degree,unknown,yes,no,cellular,jul,mon,333,4,0,nonexistent,no
30,housemaid,married,high.school,unknown,yes,no,telephone,may,fri,175,2,0,nonexistent,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,123,3,0,nonexistent,no
36,housemaid,divorced,basic.4y,no,yes,no,cellular,nov,tue,163,2,1,failure,no
39,technician,married,university.degree,no,yes,no,cellular,oct,fri,141,1,2,failure,no
52,management,married,high.school,no,yes,no,cellular,nov,tue,75,1,1,failure,no
28,technician,married,basic.9y,no,yes,no,telephone,jun,thu,225,1,0,nonexistent,no
35,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,197,1,0,nonexistent,no
46,admin.,married,university.degree,no,no,no,telephone,may,thu,351,3,0,nonexistent,yes
66,unemployed,single,basic.4y,no,yes,no,cellular,apr,thu,1958,11,0,nonexistent,no
29,admin.,single,university.degree,no,no,no,telephone,may,tue,122,3,0,nonexistent,no
55,technician,divorced,professional.course,no,no,yes,cellular,aug,thu,388,1,0,nonexistent,no
55,technician,divorced,professional.course,unknown,no,no,cellular,aug,tue,169,1,0,nonexistent,no
32,blue-collar,married,professional.course,no,yes,no,cellular,apr,thu,652,2,0,nonexistent,yes
29,admin.,married,high.school,no,unknown,unknown,cellular,jun,tue,238,6,3,success,no
54,management,married,university.degree,no,no,no,cellular,aug,wed,561,2,0,nonexistent,no
27,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,1508,1,0,nonexistent,yes
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,35,1,1,failure,no
31,admin.,single,university.degree,no,yes,yes,telephone,nov,thu,90,2,0,nonexistent,no
43,technician,single,university.degree,no,yes,no,telephone,may,thu,1120,2,0,nonexistent,yes
78,retired,divorced,basic.4y,no,yes,no,cellular,nov,thu,463,1,1,success,no
27,admin.,married,university.degree,no,yes,no,cellular,jul,fri,226,1,0,nonexistent,no
24,admin.,single,university.degree,no,yes,no,telephone,jun,tue,128,21,0,nonexistent,no
35,blue-collar,married,high.school,no,no,no,telephone,jun,fri,107,1,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,511,2,0,nonexistent,no
32,blue-collar,married,professional.course,no,no,no,telephone,may,fri,274,1,0,nonexistent,no
48,unemployed,married,university.degree,no,yes,no,cellular,jul,tue,135,5,0,nonexistent,no
41,self-employed,married,high.school,no,yes,no,telephone,may,fri,206,3,0,nonexistent,no
30,technician,single,professional.course,no,yes,no,cellular,aug,mon,244,2,0,nonexistent,no
56,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,112,7,0,nonexistent,no
60,technician,married,professional.course,unknown,yes,no,telephone,jun,mon,64,1,0,nonexistent,no
36,admin.,single,university.degree,no,yes,no,cellular,mar,mon,231,2,4,failure,no
39,services,divorced,high.school,no,yes,no,cellular,nov,tue,194,1,0,nonexistent,no
33,admin.,married,high.school,no,yes,no,cellular,may,wed,137,2,1,failure,no
53,technician,married,professional.course,unknown,no,no,cellular,jul,fri,209,1,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,114,1,0,nonexistent,no
36,retired,married,unknown,no,no,no,telephone,jul,thu,269,2,0,nonexistent,no
58,blue-collar,married,basic.4y,unknown,yes,no,telephone,aug,wed,29,21,0,nonexistent,no
43,technician,married,professional.course,no,no,no,cellular,nov,fri,14,9,0,nonexistent,no
39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,233,1,0,nonexistent,no
32,admin.,married,university.degree,no,yes,yes,cellular,nov,thu,51,1,0,nonexistent,no
49,blue-collar,divorced,basic.4y,no,no,no,cellular,aug,wed,96,3,0,nonexistent,no
22,admin.,married,high.school,no,yes,yes,cellular,apr,fri,156,2,0,nonexistent,no
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,78,2,0,nonexistent,no
41,technician,married,professional.course,no,unknown,unknown,telephone,may,tue,154,1,0,nonexistent,no
37,management,married,university.degree,no,no,no,telephone,jun,mon,1323,9,0,nonexistent,yes
32,admin.,married,high.school,no,no,no,cellular,aug,fri,52,8,0,nonexistent,no
52,admin.,divorced,basic.9y,no,yes,yes,cellular,apr,mon,20,5,1,failure,no
51,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,191,5,0,nonexistent,no
39,unemployed,married,university.degree,unknown,no,yes,cellular,aug,mon,84,2,0,nonexistent,no
34,unemployed,single,university.degree,no,no,no,cellular,aug,wed,484,1,0,nonexistent,no
38,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,764,2,0,nonexistent,yes
42,blue-collar,married,basic.6y,no,no,yes,telephone,jun,wed,292,1,0,nonexistent,no
32,unemployed,single,professional.course,no,yes,yes,cellular,jun,wed,310,1,0,nonexistent,yes
48,management,married,university.degree,no,no,yes,telephone,jun,thu,94,1,0,nonexistent,no
42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,276,2,0,nonexistent,no
39,self-employed,married,professional.course,no,yes,no,telephone,jul,wed,339,8,0,nonexistent,no
52,blue-collar,married,basic.9y,unknown,no,no,cellular,may,mon,695,2,0,nonexistent,no
47,admin.,single,university.degree,no,yes,yes,cellular,may,mon,178,1,0,nonexistent,no
47,technician,married,professional.course,no,yes,no,cellular,aug,wed,49,1,0,nonexistent,no
32,technician,single,professional.course,no,no,no,cellular,aug,thu,169,1,0,nonexistent,no
42,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,747,5,0,nonexistent,no
48,management,married,university.degree,no,yes,no,telephone,may,fri,16,23,0,nonexistent,no
40,technician,married,professional.course,no,no,no,cellular,aug,tue,451,1,0,nonexistent,no
29,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,411,1,0,nonexistent,no
53,management,married,university.degree,unknown,no,no,telephone,may,tue,369,1,0,nonexistent,no
43,admin.,married,university.degree,no,no,no,cellular,apr,thu,104,1,0,nonexistent,no
41,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,276,1,1,success,no
29,technician,married,university.degree,no,yes,no,cellular,jul,wed,896,2,0,nonexistent,yes
56,housemaid,married,basic.4y,no,no,no,telephone,may,mon,261,1,0,nonexistent,no
30,technician,married,professional.course,no,yes,yes,cellular,jul,fri,292,2,0,nonexistent,no
40,services,married,basic.4y,unknown,yes,no,cellular,may,fri,85,1,2,failure,no
35,admin.,single,university.degree,no,no,yes,telephone,may,mon,126,2,0,nonexistent,no
34,blue-collar,divorced,professional.course,no,no,no,telephone,jun,thu,884,4,0,nonexistent,yes
30,admin.,single,high.school,no,yes,no,telephone,jul,mon,742,4,0,nonexistent,no
30,blue-collar,married,basic.6y,no,no,no,cellular,jul,mon,173,2,0,nonexistent,no
35,management,divorced,university.degree,no,yes,no,cellular,aug,mon,961,2,0,nonexistent,yes
38,blue-collar,divorced,high.school,no,yes,no,cellular,jul,mon,91,2,0,nonexistent,no
46,entrepreneur,married,professional.course,no,no,yes,cellular,apr,fri,69,2,0,nonexistent,no
50,self-employed,single,university.degree,no,no,yes,telephone,may,mon,88,5,0,nonexistent,no
37,technician,single,professional.course,no,yes,no,cellular,nov,wed,224,1,0,nonexistent,yes
32,admin.,married,university.degree,no,yes,no,cellular,apr,wed,177,1,0,nonexistent,no
53,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,815,1,0,nonexistent,yes
52,management,divorced,university.degree,no,no,no,telephone,may,tue,313,1,0,nonexistent,no
34,unemployed,married,university.degree,no,yes,no,telephone,nov,mon,155,1,0,nonexistent,no
34,technician,single,professional.course,no,yes,no,cellular,may,mon,601,2,1,failure,yes
48,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,984,4,0,nonexistent,no
28,admin.,married,university.degree,no,yes,no,cellular,jul,wed,529,1,0,nonexistent,yes
43,technician,married,professional.course,no,no,no,telephone,jun,tue,161,1,0,nonexistent,no
45,admin.,married,basic.9y,no,yes,no,cellular,nov,mon,591,1,0,nonexistent,no
33,services,single,high.school,no,no,no,telephone,jun,mon,326,3,0,nonexistent,no
33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,mon,215,3,0,nonexistent,no
45,management,single,basic.9y,no,yes,no,telephone,jun,thu,237,2,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,631,2,0,nonexistent,yes
40,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,104,1,0,nonexistent,no
30,admin.,married,basic.9y,no,yes,no,cellular,jun,thu,111,2,1,failure,no
37,technician,married,professional.course,no,yes,no,cellular,nov,tue,850,2,0,nonexistent,no
39,blue-collar,married,high.school,no,yes,no,telephone,may,tue,67,1,0,nonexistent,no
50,admin.,divorced,basic.9y,no,no,no,cellular,jul,mon,47,4,0,nonexistent,no
54,management,married,university.degree,no,yes,no,cellular,jul,mon,224,1,0,nonexistent,no
25,services,married,high.school,no,no,no,cellular,jul,tue,161,1,0,nonexistent,no
52,admin.,married,unknown,no,yes,no,telephone,apr,wed,403,1,1,success,yes
33,blue-collar,married,high.school,unknown,yes,yes,cellular,may,mon,164,2,1,failure,no
30,admin.,single,high.school,no,no,no,cellular,jul,thu,13,27,0,nonexistent,no
46,services,married,high.school,no,yes,no,cellular,jul,wed,194,1,0,nonexistent,no
37,blue-collar,married,unknown,unknown,yes,no,telephone,may,thu,266,1,0,nonexistent,no
36,management,married,university.degree,no,yes,yes,cellular,mar,thu,94,1,0,nonexistent,no
56,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,thu,36,2,0,nonexistent,no
42,unknown,married,unknown,no,yes,no,cellular,jul,mon,33,2,0,nonexistent,no
49,admin.,married,high.school,no,no,no,cellular,aug,fri,151,1,0,nonexistent,no
36,admin.,married,university.degree,unknown,no,no,cellular,jul,fri,135,2,0,nonexistent,no
31,admin.,single,high.school,no,no,no,cellular,jul,mon,88,1,0,nonexistent,no
51,admin.,divorced,high.school,no,yes,no,cellular,nov,tue,283,1,7,success,no
58,retired,married,high.school,no,no,no,telephone,jun,thu,355,1,0,nonexistent,no
35,technician,married,professional.course,no,no,no,cellular,nov,wed,427,3,0,nonexistent,no
48,management,married,university.degree,no,yes,yes,telephone,jul,thu,154,1,0,nonexistent,no
31,self-employed,married,university.degree,no,no,no,cellular,sep,wed,106,1,0,nonexistent,no
28,services,married,high.school,no,no,no,telephone,jul,wed,60,2,0,nonexistent,no
48,retired,married,basic.9y,no,no,no,telephone,may,wed,262,1,0,nonexistent,no
30,services,divorced,high.school,no,yes,yes,cellular,jul,fri,39,2,0,nonexistent,no
35,blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,114,2,0,nonexistent,no
42,admin.,married,university.degree,no,no,no,cellular,aug,wed,21,5,0,nonexistent,no
44,technician,married,professional.course,no,yes,no,telephone,jul,thu,168,1,0,nonexistent,no
37,management,single,university.degree,no,no,no,telephone,may,thu,287,2,0,nonexistent,no
47,admin.,single,university.degree,no,yes,no,cellular,oct,mon,333,1,1,failure,no
54,admin.,married,basic.4y,unknown,no,no,telephone,may,fri,77,2,0,nonexistent,no
29,student,single,university.degree,no,no,no,cellular,jul,thu,104,1,0,nonexistent,no
74,retired,married,basic.9y,no,no,no,cellular,aug,thu,188,2,1,failure,no
37,admin.,married,university.degree,no,yes,yes,cellular,may,fri,364,2,0,nonexistent,no
30,housemaid,married,high.school,unknown,yes,yes,telephone,jun,mon,18,1,0,nonexistent,no
42,technician,married,university.degree,no,yes,yes,cellular,aug,thu,111,1,0,nonexistent,no
33,management,married,university.degree,no,yes,yes,cellular,nov,wed,299,1,0,nonexistent,no
35,admin.,married,professional.course,no,no,no,cellular,jul,tue,214,1,0,nonexistent,no
34,admin.,married,high.school,no,yes,no,telephone,jun,fri,95,1,0,nonexistent,no
35,admin.,single,high.school,no,no,no,cellular,may,fri,282,5,0,nonexistent,no
58,retired,divorced,high.school,no,yes,no,cellular,oct,thu,76,4,0,nonexistent,no
35,management,married,university.degree,no,no,yes,telephone,aug,mon,67,5,0,nonexistent,no
41,admin.,single,high.school,no,unknown,unknown,cellular,apr,thu,664,2,0,nonexistent,yes
41,technician,married,professional.course,no,yes,no,cellular,sep,mon,394,2,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,fri,124,1,0,nonexistent,no
29,admin.,divorced,university.degree,no,yes,yes,cellular,aug,thu,120,1,0,nonexistent,no
27,admin.,single,professional.course,no,yes,yes,telephone,apr,thu,117,3,0,nonexistent,no
46,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,42,4,0,nonexistent,no
32,management,married,university.degree,no,yes,no,telephone,may,wed,230,8,0,nonexistent,no
57,admin.,divorced,university.degree,unknown,yes,yes,cellular,nov,fri,65,1,0,nonexistent,no
28,services,married,high.school,no,no,yes,cellular,jul,fri,200,3,0,nonexistent,no
41,self-employed,married,university.degree,no,yes,no,telephone,may,mon,796,1,0,nonexistent,no
33,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,1834,1,0,nonexistent,no
54,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,144,2,0,nonexistent,no
41,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,649,3,0,nonexistent,yes
31,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,219,1,0,nonexistent,no
56,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,wed,185,2,0,nonexistent,no
59,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,96,1,0,nonexistent,no
43,entrepreneur,divorced,professional.course,no,no,yes,cellular,jul,fri,94,2,0,nonexistent,no
35,housemaid,married,basic.4y,unknown,no,yes,telephone,may,thu,205,5,0,nonexistent,no
34,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,97,1,0,nonexistent,no
38,admin.,single,university.degree,no,yes,no,telephone,may,fri,153,4,0,nonexistent,no
35,admin.,married,high.school,no,yes,yes,telephone,jul,tue,157,1,0,nonexistent,no
37,services,married,basic.6y,no,no,no,telephone,may,wed,155,4,0,nonexistent,no
49,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,wed,85,3,0,nonexistent,no
36,entrepreneur,divorced,basic.6y,no,yes,no,cellular,may,fri,53,4,0,nonexistent,no
26,management,single,basic.9y,no,yes,no,telephone,jun,wed,184,1,0,nonexistent,no
24,management,single,university.degree,no,yes,no,cellular,may,thu,513,9,0,nonexistent,yes
36,services,single,high.school,unknown,no,no,telephone,may,wed,145,1,0,nonexistent,no
27,housemaid,married,high.school,no,yes,no,cellular,mar,fri,378,1,0,nonexistent,yes
32,blue-collar,married,professional.course,no,no,no,cellular,jul,fri,256,1,0,nonexistent,no
34,admin.,divorced,university.degree,no,no,no,cellular,nov,fri,161,1,0,nonexistent,no
39,technician,divorced,university.degree,no,no,no,cellular,jul,mon,179,2,0,nonexistent,no
35,technician,married,professional.course,no,yes,yes,telephone,may,tue,207,2,0,nonexistent,no
44,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,611,2,0,nonexistent,yes
43,services,married,basic.6y,unknown,unknown,unknown,cellular,jul,mon,939,2,0,nonexistent,yes
56,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,204,1,0,nonexistent,no
51,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,fri,190,2,0,nonexistent,no
42,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,632,5,1,success,no
56,blue-collar,married,basic.4y,no,unknown,unknown,cellular,aug,thu,114,2,0,nonexistent,no
55,admin.,married,high.school,no,no,no,cellular,dec,fri,254,2,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,156,1,0,nonexistent,no
60,retired,married,professional.course,no,yes,no,cellular,may,fri,110,2,0,nonexistent,no
30,unknown,married,university.degree,no,yes,no,cellular,aug,tue,95,2,0,nonexistent,no
37,technician,single,basic.9y,no,no,yes,telephone,may,fri,298,1,0,nonexistent,no
32,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,26,1,0,nonexistent,no
47,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,82,4,0,nonexistent,no
25,technician,single,professional.course,no,yes,yes,cellular,apr,thu,104,1,1,failure,no
30,technician,married,basic.9y,no,yes,no,cellular,may,fri,54,2,0,nonexistent,no
23,unemployed,single,high.school,no,no,no,telephone,jul,tue,7,1,0,nonexistent,no
30,housemaid,married,basic.6y,no,yes,no,cellular,aug,mon,249,5,0,nonexistent,no
42,admin.,married,university.degree,no,yes,no,cellular,aug,fri,231,1,0,nonexistent,no
36,technician,single,professional.course,no,yes,no,cellular,apr,thu,218,1,2,success,yes
46,technician,married,professional.course,no,yes,no,cellular,nov,mon,110,1,1,failure,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,104,3,0,nonexistent,no
27,services,single,professional.course,no,unknown,unknown,telephone,jul,wed,46,8,0,nonexistent,no
33,services,married,high.school,no,yes,no,telephone,may,fri,389,2,0,nonexistent,no
73,retired,divorced,basic.4y,unknown,yes,no,cellular,aug,tue,273,2,1,failure,no
48,unemployed,married,basic.6y,no,yes,no,cellular,jul,thu,267,1,0,nonexistent,no
38,technician,married,professional.course,no,yes,no,cellular,aug,mon,479,1,0,nonexistent,yes
50,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,219,7,0,nonexistent,no
29,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,234,2,0,nonexistent,no
37,technician,single,professional.course,no,yes,no,cellular,aug,mon,44,1,0,nonexistent,no
37,services,single,basic.9y,no,no,no,cellular,may,tue,37,1,0,nonexistent,no
29,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,166,1,0,nonexistent,no
88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,96,6,0,nonexistent,no
29,technician,single,university.degree,no,yes,no,cellular,jun,wed,165,1,0,nonexistent,yes
31,admin.,single,university.degree,no,no,no,telephone,aug,tue,387,1,0,nonexistent,no
46,admin.,single,high.school,no,no,no,cellular,aug,thu,329,2,4,failure,no
44,unemployed,married,basic.9y,no,yes,no,telephone,may,mon,152,4,0,nonexistent,no
54,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,80,2,0,nonexistent,no
29,admin.,married,university.degree,unknown,no,yes,cellular,jul,thu,160,1,0,nonexistent,no
55,entrepreneur,married,professional.course,no,yes,no,cellular,may,tue,56,2,0,nonexistent,no
38,services,married,high.school,no,yes,no,telephone,may,mon,347,3,0,nonexistent,no
36,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,744,6,0,nonexistent,no
26,services,single,high.school,no,yes,no,cellular,jul,tue,98,1,0,nonexistent,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,fri,312,1,0,nonexistent,no
44,admin.,married,university.degree,no,no,no,cellular,jul,thu,186,2,0,nonexistent,no
35,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,mon,76,1,0,nonexistent,yes
40,admin.,married,university.degree,no,no,no,telephone,may,fri,214,1,0,nonexistent,no
32,technician,single,university.degree,no,no,yes,cellular,may,fri,137,2,1,failure,no
29,technician,single,university.degree,no,yes,no,cellular,apr,wed,389,2,0,nonexistent,yes
45,services,divorced,basic.9y,no,yes,no,cellular,apr,mon,325,1,0,nonexistent,no
23,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,255,1,0,nonexistent,no
43,management,married,professional.course,no,no,no,cellular,nov,tue,257,2,0,nonexistent,no
58,retired,married,high.school,no,no,no,cellular,nov,thu,477,1,0,nonexistent,yes
41,unemployed,married,basic.9y,unknown,yes,no,telephone,apr,fri,246,1,1,failure,no
27,blue-collar,single,basic.6y,no,yes,no,telephone,may,wed,634,10,0,nonexistent,no
46,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,55,2,0,nonexistent,no
37,entrepreneur,married,basic.9y,no,no,no,telephone,jun,fri,50,1,0,nonexistent,no
31,services,single,professional.course,no,yes,no,cellular,may,fri,22,5,0,nonexistent,no
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,133,1,0,nonexistent,no
60,technician,married,high.school,no,no,no,cellular,jul,fri,590,8,0,nonexistent,yes
50,blue-collar,married,professional.course,no,yes,no,telephone,nov,thu,547,2,0,nonexistent,no
46,management,divorced,university.degree,no,unknown,unknown,telephone,nov,mon,77,2,0,nonexistent,no
47,blue-collar,married,high.school,no,yes,no,cellular,may,fri,934,2,1,failure,yes
34,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,thu,549,1,0,nonexistent,no
30,technician,married,professional.course,no,no,no,telephone,may,tue,252,1,0,nonexistent,no
42,management,married,university.degree,no,yes,no,cellular,sep,wed,232,1,2,success,yes
34,admin.,married,university.degree,no,no,yes,cellular,aug,tue,128,2,0,nonexistent,no
33,technician,single,professional.course,no,yes,yes,telephone,may,wed,65,6,0,nonexistent,no
42,technician,single,professional.course,unknown,yes,no,telephone,may,mon,152,2,0,nonexistent,no
37,technician,single,professional.course,no,no,no,telephone,jul,mon,280,3,0,nonexistent,no
40,services,divorced,high.school,no,no,no,telephone,may,fri,456,1,0,nonexistent,no
42,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,51,7,0,nonexistent,no
56,admin.,divorced,unknown,unknown,no,no,telephone,jun,thu,91,2,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,wed,520,1,0,nonexistent,no
45,management,divorced,high.school,no,yes,no,cellular,aug,mon,272,1,0,nonexistent,no
26,admin.,single,high.school,no,yes,no,cellular,mar,fri,454,1,0,nonexistent,no
52,entrepreneur,married,university.degree,unknown,no,yes,telephone,jun,fri,60,3,0,nonexistent,no
39,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,231,2,0,nonexistent,no
47,technician,married,high.school,unknown,yes,no,cellular,aug,fri,152,5,0,nonexistent,no
31,admin.,single,university.degree,no,no,no,cellular,oct,thu,334,1,0,nonexistent,no
26,student,single,unknown,no,no,no,cellular,sep,thu,81,1,1,failure,no
29,admin.,married,high.school,no,yes,no,cellular,jun,wed,292,1,1,failure,yes
51,admin.,married,university.degree,no,yes,no,cellular,jul,wed,426,3,0,nonexistent,yes
44,unknown,married,unknown,unknown,unknown,unknown,cellular,aug,tue,163,1,0,nonexistent,no
54,technician,married,professional.course,no,no,no,cellular,nov,mon,78,1,0,nonexistent,no
28,admin.,single,university.degree,no,no,no,telephone,jun,mon,103,3,0,nonexistent,no
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,76,2,0,nonexistent,no
33,self-employed,single,university.degree,no,unknown,unknown,telephone,jun,fri,38,5,0,nonexistent,no
70,retired,married,basic.4y,no,no,no,cellular,dec,wed,546,2,0,nonexistent,yes
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,553,2,0,nonexistent,no
57,admin.,single,university.degree,no,yes,no,cellular,jul,tue,33,1,0,nonexistent,no
59,technician,married,university.degree,unknown,no,no,telephone,may,tue,126,3,0,nonexistent,no
74,retired,married,university.degree,no,yes,yes,cellular,aug,wed,232,3,0,nonexistent,yes
54,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,159,2,1,success,no
35,blue-collar,married,unknown,no,yes,no,cellular,jul,thu,120,1,0,nonexistent,no
26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,71,1,0,nonexistent,no
33,technician,married,university.degree,no,yes,no,telephone,jun,fri,186,2,0,nonexistent,no
37,housemaid,married,high.school,unknown,no,no,cellular,aug,thu,126,1,0,nonexistent,no
30,technician,divorced,basic.9y,no,yes,no,telephone,may,wed,188,1,0,nonexistent,no
22,services,single,high.school,no,yes,yes,cellular,jun,mon,181,1,0,nonexistent,no
52,services,married,high.school,unknown,yes,no,cellular,mar,thu,177,2,3,failure,yes
35,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,156,3,0,nonexistent,no
28,admin.,single,university.degree,no,yes,no,cellular,jul,wed,156,2,0,nonexistent,no
39,blue-collar,married,university.degree,no,yes,no,cellular,jul,thu,288,1,0,nonexistent,no
39,management,single,university.degree,no,yes,no,telephone,may,tue,751,1,0,nonexistent,yes
